,subject,predicate,object
3600,IGF1R,stimulates,IRS1
3601,GAS1,stimulates,SHH
3602,NOTCH1,stimulates,LEF1
3603,JAK2,stimulates,STAT5B
3604,SOCS1,stimulates,JAK2
3605,CISH,stimulates,STAT5A
3606,SOCS3,stimulates,PRLR
3607,CISH,stimulates,PRLR
3608,DLL4,stimulates,NOTCH1
3609,MYC,stimulates,SMAD3
3610,AXIN1,stimulates,CSNK1D
3611,CSNK1D,stimulates,AXIN1
3612,MAP3K20,stimulates,MAP2K7
3613,PTPN2,stimulates,JAK1
3614,RPS6KA5,stimulates,CREB1
3615,RPS6KA5,stimulates,ATF1
3616,IRS1,stimulates,IRS4
3617,CTNNB1,stimulates,AXIN2
3618,AXIN2,stimulates,CTNNB1
3619,IRS1,stimulates,PIK3CG
3620,AKT1,stimulates,RPS6KB1
3621,PTEN,stimulates,PDPK1
3622,PAK1,stimulates,RAF1
3623,LRP2,stimulates,SHH
3624,PTPRC,stimulates,JAK3
3625,SMAD7,stimulates,ACVRL1
3626,JAK2,stimulates,IL23R
3627,IL23R,stimulates,JAK2
3628,IL23A,stimulates,IL23R
3629,MAPK8IP2,stimulates,MAPK14
3630,PSEN1,stimulates,NCSTN
3631,NCSTN,stimulates,PSEN1
3632,JAK2,stimulates,IFNGR1
3633,IFNGR1,stimulates,JAK2
3634,IFNAR2,stimulates,TYK2
3635,MAP3K1,stimulates,MAPK3
3636,ZFYVE9,stimulates,TGFBR1
3637,TGFBR1,stimulates,ZFYVE9
3638,DUSP3,stimulates,MAPK1
3639,DUSP3,stimulates,MAPK14
3640,DUSP3,stimulates,MAPK8
3641,SMAD7,stimulates,SMURF1
3642,SMURF1,stimulates,SMAD7
3643,CTNNB1,stimulates,PITX2
3644,MIB1,stimulates,JAG1
3645,ERBB2,stimulates,ERBB3
3646,ADAM10,stimulates,NOTCH3
3647,GRB10,stimulates,NEDD4
3648,NEDD4,stimulates,IGF1R
3649,SKIL,stimulates,SMAD3
3650,SKI,stimulates,SMAD3
3651,SKI,stimulates,SMAD4
3652,SKI,stimulates,SMAD2
3653,DAB2,stimulates,DVL3
3654,HIPK2,stimulates,SKI
3655,JAK3,stimulates,STAT3
3656,IL20RA,stimulates,TYK2
3657,IL22RA1,stimulates,TYK2
3658,IL20RA,stimulates,JAK1
3659,IL22RA1,stimulates,JAK1
3660,SMAD2,stimulates,SMAD4
3661,SMAD3,stimulates,SMAD4
3662,SMAD4,stimulates,SMAD3
3663,FZD4,stimulates,DVL2
3664,IL10RA,stimulates,TYK2
3665,SMAD1,stimulates,SMAD4
3666,PTPN6,stimulates,SOCS1
3667,DISP1,stimulates,SHH
3668,TGFBR1,stimulates,ACVRL1
3669,JAK2,stimulates,STAT1
3670,PIK3CG,stimulates,RAC1
3671,RAC1,stimulates,PIK3CG
3672,SMAD3,stimulates,MEF2C
3673,JAK1,stimulates,IFNGR2
3674,IFNGR2,stimulates,JAK1
3675,CREB1,stimulates,FOXO4
3676,NCSTN,stimulates,APH1A
3677,APH1A,stimulates,NCSTN
3679,LRIG1,stimulates,CBL
3680,EGFR,stimulates,LRIG1
3682,PPP4C,stimulates,IRS4
3683,PML,stimulates,ZFYVE9
3684,PML,stimulates,SMAD3
3685,PML,stimulates,SMAD2
3687,ARRB1,stimulates,MAPK3
3688,SUFU,stimulates,GLIS2
3689,ROR2,stimulates,BMPR1B
3690,CTNNB1,stimulates,SMAD7
3691,JAK2,stimulates,STAT5A
3692,GSK3B,stimulates,SMO
3693,PTPN1,stimulates,JAK2
3694,PTPN1,stimulates,STAT3
3695,JAK2,stimulates,PTPN6
3696,PTPN6,stimulates,JAK2
3697,LRIG1,stimulates,ERBB3
3698,LRIG1,stimulates,ERBB2
3699,LRIG1,stimulates,ERBB4
3700,LIFR,stimulates,IL6ST
3701,CRIPAK,stimulates,PAK1
3702,IL31,stimulates,OSMR
3703,OSM,stimulates,OSMR
3704,NCOR2,stimulates,CTBP1
3705,KRAS,stimulates,RAF1
3706,LRP6,stimulates,AXIN1
3707,JAK2,stimulates,IFNGR2
3708,IFNGR2,stimulates,JAK2
3709,TAB1,stimulates,MAPK14
3711,IL21,stimulates,IL21R
3712,ACVR2B,stimulates,BMPR1A
3713,AMH,stimulates,AMHR2
3715,TGFBR2,stimulates,TGFBR1
3716,ACVR2B,stimulates,ACVR1
3717,BMPR2,stimulates,ACVR1
3718,ACVR2B,stimulates,BMPR1B
3719,BMPR2,stimulates,BMPR1B
3721,TGFB2,stimulates,TGFBR2
3722,INHBA,stimulates,ACVR2B
3723,BMP7,stimulates,ACVR2B
3724,BMP6,stimulates,ACVR2B
3725,BMP2,stimulates,ACVR2B
3726,ACVR2B,stimulates,ACVRL1
3727,BMP7,stimulates,BMPR2
3728,BMP6,stimulates,BMPR2
3729,GDF6,stimulates,BMPR2
3730,BMP4,stimulates,BMPR2
3731,PPP4R3A,stimulates,PPP4C
3732,BTRC,stimulates,GLIS2
3733,BTRC,stimulates,GLI3
3734,MAPK7,stimulates,RPS6KA1
3735,SHH,stimulates,BOC
3736,BOC,stimulates,SHH
3737,CDO1,stimulates,SHH
3738,MAPK1,stimulates,MAP2K3
3739,MAP2K3,stimulates,MAPK1
3740,PPM1A,stimulates,SMAD3
3741,PPM1A,stimulates,SMAD2
3742,CREB1,stimulates,SMAD3
3743,PPM1A,stimulates,SMAD1
3744,IRS4,stimulates,PIK3CG
3745,SIRT1,stimulates,SMAD7
3746,IL20,stimulates,IL22RA1
3747,IL24,stimulates,IL22RA1
3748,IL26,stimulates,IL20RA
3749,IL22,stimulates,IL20RA
3750,IL19,stimulates,IL20RA
3751,IL20,stimulates,IL20RA
3752,IL24,stimulates,IL20RA
3753,NEDD4,stimulates,PTEN
3754,IL27,stimulates,IL27RA
3755,MAPK3,stimulates,STAT5A
3756,KRAS,stimulates,BRAF
3757,HRAS,stimulates,BRAF
3758,GSK3B,stimulates,SMAD3
3759,MAPK3,stimulates,MYC
3760,GPC3,stimulates,SHH
3761,MFAP5,stimulates,NOTCH1
3762,NOTCH1,stimulates,MEF2C
3763,DAB1,stimulates,NOTCH1
3764,NOTCH1,stimulates,HIF1A
3765,CTF1,stimulates,IL6ST
3766,JAK3,stimulates,PTK2B
3767,IL31RA,stimulates,JAK2
3768,SOCS1,stimulates,IFNGR1
3769,PTPN11,stimulates,STAT1
3770,PPP2CA,stimulates,SMAD3
3771,PPP2CA,stimulates,SMAD2
3772,MTMR4,stimulates,SMAD2
3773,MTMR4,stimulates,SMAD3
3774,HYAL2,stimulates,SMAD4
3775,WWOX,stimulates,SMAD4
3776,DACT2,stimulates,TGFBR1
3777,TGFBR1,stimulates,EIF3I
3778,SRC,stimulates,TGFBR2
3779,TGFBR1,stimulates,CDC42
3780,ITCH,stimulates,SMAD7
3781,SIK1,stimulates,SMAD7
3782,IHH,stimulates,PTCH1
3783,GSK3A,stimulates,TSC2
3784,DACT2,stimulates,DVL2
3785,ANKRD6,stimulates,DVL2
3786,DVL1,stimulates,LRRK2
3787,DVL1,stimulates,PI4K2B
3788,DVL2,stimulates,PI4K2B
3789,AKT1,stimulates,CTNNB1
3790,MAPK9,stimulates,CTNNB1
3791,PDGFRB,stimulates,PDGFRA
3792,PDGFRA,stimulates,PDGFRB
3793,CBL,stimulates,PDGFRA
3794,CAV1,stimulates,PDGFRA
3795,PDGFC,stimulates,PDGFRA
3796,PDGFC,stimulates,PDGFRB
3797,PDGFRB,stimulates,SHC1
3798,PDGFA,stimulates,PDGFRA
3799,PDGFB,stimulates,PDGFRA
3800,FGF1,stimulates,FGFR1
3801,FGF1,stimulates,FGFR2
3802,FGF2,stimulates,FGFR2
3803,FGF3,stimulates,FGFR2
3804,FGF4,stimulates,FGFR2
3805,FGF7,stimulates,FGFR2
3806,FGF8,stimulates,FGFR2
3807,FGF9,stimulates,FGF10
3808,FGF10,stimulates,FGFR2
3809,FLT1,stimulates,PLCG1
3810,VEGFB,stimulates,FLT1
3811,NTRK1,stimulates,FRS2
3812,FRS2,stimulates,NTRK1
3813,NTRK1,stimulates,PLCG1
3814,EFNA1,stimulates,EPHA1
3815,EFNA2,stimulates,EPHA2
3816,EFNA5,stimulates,EPHA5
3817,EFNB3,stimulates,EPHB3
3818,EFNA1,stimulates,EPHA6
3819,EFNA2,stimulates,EPHA6
3820,EFNA3,stimulates,EPHA6
3821,EFNA4,stimulates,EPHA6
3822,EFNA5,stimulates,EPHA6
3823,EFNA5,stimulates,EPHA7
3824,EFNA1,stimulates,EPHA8
3825,EFNA1,stimulates,EPHA4
3826,EFNA5,stimulates,EPHA4
3827,EFNA1,stimulates,EPHA2
3828,EFNA1,stimulates,EPHA3
3829,EFNA5,stimulates,EPHA3
3830,EFNA1,stimulates,EPHA5
3831,EFNB2,stimulates,EPHB4
3832,EPHA3,stimulates,CRK
3833,EPHA4,stimulates,NGEF
3834,LTK,stimulates,IRS1
3835,LTK,stimulates,PIK3CG
3836,LTK,stimulates,CBL
3837,ANGPT2,stimulates,TEK
3838,ANGPT1,stimulates,TEK
3839,ANGPT4,stimulates,TEK
3840,TEK,stimulates,TNIP2
3841,AGRN,stimulates,MUSK
3842,DOK7,stimulates,MUSK
3843,WNT3A,stimulates,RYK
3844,CDK5R1,stimulates,LMTK2
3845,GAS6,stimulates,AXL
3846,GAS6,stimulates,MERTK
3847,TYRO3,stimulates,PIK3R1
3848,RET,stimulates,DOK6
3849,GDNF,stimulates,RET
3850,ABL1,stimulates,MTOR
3851,PTK6,stimulates,STAP2
3852,IGF1R,stimulates,RASA1
3853,FGFR1,stimulates,FRS2
3854,NCK2,stimulates,PTK2
3855,PTK2,stimulates,NCK2
3856,ERBB3,stimulates,PIK3R1
3857,ERBB2,stimulates,PIK3R1
3858,PTPRF,stimulates,IRS1
3860,ESR1,stimulates,IGF1
3861,EGFR,stimulates,ESR1
3862,NR0B1,stimulates,ESR1
3864,NR0B2,stimulates,HNF4A
3865,RARA,stimulates,RXRA
3866,RXRA,stimulates,RARA
3867,RARA,stimulates,RXRB
3868,RXRB,stimulates,RARA
3869,RARG,stimulates,RXRA
3870,RXRA,stimulates,RARG
3871,RARG,stimulates,RXRB
3872,RXRB,stimulates,RARG
3873,RXRA,stimulates,PPARA
3874,PPARA,stimulates,RXRA
3875,RXRA,stimulates,PPARG
3876,PPARG,stimulates,RXRA
3877,RXRA,stimulates,NR1H3
3878,NR1H3,stimulates,RXRA
3879,RXRB,stimulates,PPARG
3880,PPARG,stimulates,RXRB
3881,RXRA,stimulates,NR2F2
3882,NR2F2,stimulates,RXRA
3883,ESR1,stimulates,NR0B2
3884,NR0B2,stimulates,ESR1
3885,ESR1,stimulates,AR
3886,AR,stimulates,ESR1
3887,NR0B1,stimulates,NR5A1
3888,NR5A1,stimulates,NR0B1
3889,NR0B1,stimulates,AR
3890,RARA,stimulates,RXRG
3891,RXRG,stimulates,RARA
3892,RARA,stimulates,ESR2
3893,ESR2,stimulates,RARA
3894,NR1H2,stimulates,PPARA
3895,PPARA,stimulates,NR1H2
3896,PPARG,stimulates,NR1H2
3897,NR1H2,stimulates,PPARG
3898,PPARA,stimulates,NR1H3
3899,NR1H3,stimulates,PPARA
3900,PPARG,stimulates,NR1H3
3901,NR1H3,stimulates,PPARG
3902,NR2F2,stimulates,PPARG
3903,PPARG,stimulates,NR2F2
3904,ESR1,stimulates,PPARG
3905,RXRA,stimulates,NR1H2
3906,NR1H2,stimulates,RXRA
3907,PPARG,stimulates,RXRG
3908,RXRG,stimulates,PPARG
3909,ESR1,stimulates,RXRA
3910,RXRA,stimulates,ESR1
3911,ESR1,stimulates,ESR2
3912,ESR2,stimulates,ESR1
3913,AR,stimulates,RXRA
3914,RXRA,stimulates,AR
3915,AR,stimulates,NR5A1
3916,NR4A1,stimulates,NR2F2
3917,NR4A2,stimulates,NR4A3
3918,NR4A3,stimulates,NR4A2
3919,AR,stimulates,CTNNB1
3920,RARA,stimulates,CTNNB1
3921,VDR,stimulates,CTNNB1
3922,NCOA2,stimulates,RXRA
3923,NCOA2,stimulates,PPARG
3924,LEPR,stimulates,STAT3
3925,PTK6,stimulates,STAT3
3927,IL26,stimulates,IL10RB
3928,JAK1,stimulates,STAT6
3929,IL5,stimulates,IL5RA
3930,JAK2,stimulates,STAT6
3931,COPS5,stimulates,TYK2
3932,PTPN1,stimulates,PPP2R2A
3934,PDGFRB,stimulates,FER
3935,PKN1,stimulates,FZD7
3936,DIXDC1,stimulates,DVL1
3937,NDP,stimulates,LRP5
3939,TDGF1,stimulates,LRP5
3940,TDGF1,stimulates,LRP6
3942,SYNJ2BP,stimulates,DLL4
3943,DLL1,stimulates,NOTCH2
3944,NOTCH2,stimulates,DLL1
3946,PRMT1,stimulates,BMPR2
3948,SMAD7,stimulates,SMURF2
3949,SMURF2,stimulates,SMAD7
3950,NEDD4L,stimulates,SMAD7
3951,AKT1,stimulates,USP4
3952,USP4,stimulates,TGFBR1
3954,SMURF2,stimulates,TGFBR1
3961,SMO,stimulates,EVC
3962,SMO,stimulates,EVC2
3963,RAB23,stimulates,SUFU
3964,PRKACA,stimulates,SUFU
3965,GSK3B,stimulates,SUFU
3966,NR0B2,stimulates,SIRT1
3969,USP7,stimulates,PPARG
3970,NR2F2,stimulates,PROX1
3971,PRDX1,stimulates,DUSP1
3972,PBK,stimulates,DUSP1
3973,MUC1,stimulates,MAPK8
3974,MAPK8,stimulates,RPS6KB1
3975,MAPK14,stimulates,CREB1
3976,MAPK14,stimulates,CYP17A1
3977,CSK,stimulates,FLT3
3978,CSK,stimulates,KIT
3979,SCO2,stimulates,MAP3K5
3980,MAP3K1,stimulates,ZFP36
3981,TRAF2,stimulates,ZFP36
3984,PEA15,stimulates,MAPK3
3985,IL10RB,stimulates,IFNLR1
3986,SMAD2,stimulates,SMURF2
3987,SMURF2,stimulates,SMAD2
3988,ARRB1,stimulates,MDM2
3989,MDM2,stimulates,ARRB1
3990,MAPK14,stimulates,MAX
3991,CSF3R,stimulates,JAK1
3992,MAP4K2,stimulates,MAP3K1
3993,FYN,stimulates,SHC1
3994,SHC1,stimulates,FYN
3995,MPL,stimulates,JAK2
3996,THPO,stimulates,MPL
3997,MPL,stimulates,TYK2
3998,GRAP,stimulates,PIK3CG
3999,AREG,stimulates,ERBB2
4001,IL2RG,stimulates,JAK1
4002,IL2RG,stimulates,JAK3
4003,CNTF,stimulates,CNTFR
4004,IL7,stimulates,IL7R
4005,IL4R,stimulates,IL2RG
4006,GSK3B,stimulates,JUN
4007,MAPK3,stimulates,TAL1
4008,SHC1,stimulates,GRAP
4009,IL13RA1,stimulates,JAK2
4010,IL13RA1,stimulates,TYK2
4011,MAPK1,stimulates,DUSP2
4012,DUSP2,stimulates,MAPK1
4013,DUSP2,stimulates,MAPK14
4014,MAPK14,stimulates,DUSP2
4015,MAP3K12,stimulates,MAP2K4
4016,EGFR,stimulates,GRAP
4017,KRAS,stimulates,MAP3K1
4018,MAP3K11,stimulates,MAP2K4
4019,EGFR,stimulates,SHC2
4020,EGFR,stimulates,SHC3
4021,JAK3,stimulates,PTPN11
4022,PTPN11,stimulates,JAK3
4023,MAP4K4,stimulates,MAP3K1
4024,IL4R,stimulates,IL13RA1
4025,IL13RA1,stimulates,IL4R
4026,MAP4K1,stimulates,MAP3K1
4027,MAP3K11,stimulates,MAP2K3
4028,MAP3K11,stimulates,MAP2K6
4029,FLNA,stimulates,MAP2K4
4030,CSF3R,stimulates,TYK2
4031,DUSP1,stimulates,MAPK8
4032,MAPK8,stimulates,DUSP1
4033,JAK2,stimulates,CSF2RA
4034,CSF2RA,stimulates,JAK2
4035,NOTCH2,stimulates,RBPJ
4036,JAK3,stimulates,STAM
4037,STAM,stimulates,JAK3
4038,JAK2,stimulates,STAM
4039,STAM,stimulates,JAK2
4040,MAPK14,stimulates,MKNK2
4041,MAPK3,stimulates,MKNK2
4042,MAPK3,stimulates,MKNK1
4043,MAPK14,stimulates,MKNK1
4044,NRG2,stimulates,ERBB3
4045,NRG2,stimulates,ERBB4
4046,STK4,stimulates,MAP2K4
4047,MAP3K10,stimulates,MAP2K4
4048,LEP,stimulates,LEPR
4049,NRG1,stimulates,ERBB3
4050,CTNNB1,stimulates,TCF4
4051,FRZB,stimulates,WNT8A
4052,PAK1,stimulates,MAP2K1
4053,IL1R1,stimulates,IRAK2
4054,MAP4K5,stimulates,MAP3K1
4055,BTRC,stimulates,CTNNB1
4056,IL9R,stimulates,JAK3
4057,ACVR1B,stimulates,SMAD3
4058,DVL3,stimulates,FRAT1
4059,JAK1,stimulates,SHC1
4060,SMAD2,stimulates,CREB1
4061,ERBB2,stimulates,GRAP
4062,ERBB2,stimulates,SHC1
4063,LAMTOR3,stimulates,MAPK3
4064,TLE1,stimulates,LEF1
4065,LEF1,stimulates,TLE1
4066,NRG3,stimulates,EGFR
4067,FBXW11,stimulates,CTNNB1
4068,TAOK1,stimulates,MAP2K3
4069,MAPK14,stimulates,RPS6KA4
4070,DHH,stimulates,PTCH2
4071,CDC42,stimulates,PAK2
4072,PAK2,stimulates,CDC42
4073,CDC42,stimulates,MAP3K11
4074,JAK2,stimulates,DBP
4075,JAK1,stimulates,DBP
4076,JAK3,stimulates,DBP
4077,MAPK8IP1,stimulates,MAP3K10
4078,MAPK8IP1,stimulates,MAP3K12
4079,MAPK8IP1,stimulates,MAP2K7
4080,MAPK8IP1,stimulates,MAP4K1
4081,TYK2,stimulates,STAT5A
4082,MAP3K7,stimulates,MAP4K4
4083,MAP4K4,stimulates,MAP3K7
4085,ACVR1C,stimulates,SMAD3
4086,ACVR1C,stimulates,SMAD2
4087,PPP2CA,stimulates,AXIN1
4088,DUSP9,stimulates,MAPK1
4089,PRKACA,stimulates,RAF1
4090,PRKCA,stimulates,RAF1
4091,PRKCA,stimulates,KRAS
4092,MAPK3,stimulates,DUSP1
4093,DUSP1,stimulates,MAPK3
4094,MAPK3,stimulates,DUSP9
4095,DUSP9,stimulates,MAPK3
4096,MAPK1,stimulates,SOS1
4097,SOS1,stimulates,MAPK1
4098,KRAS,stimulates,MAP4K5
4099,DHH,stimulates,HHIP
4100,HHIP,stimulates,DHH
4101,IHH,stimulates,HHIP
4102,HHIP,stimulates,IHH
4103,MAP3K1,stimulates,SMAD2
4104,WNT8A,stimulates,FZD8
4105,SIRT1,stimulates,FOXO4
4106,WIF1,stimulates,WNT8A
4107,SHC1,stimulates,INPP5D
4108,BTC,stimulates,EGFR
4109,BTC,stimulates,ERBB4
4110,HBEGF,stimulates,ERBB4
4112,SMAD3,stimulates,JUN
4113,MAP4K1,stimulates,MAP3K7
4114,DUSP5,stimulates,MAPK1
4115,SMURF1,stimulates,SMAD3
4116,SMURF1,stimulates,SMAD2
4117,IGF1R,stimulates,IRS2
4118,SMAD4,stimulates,ATF1
4119,PEBP1,stimulates,MAP2K1
4120,GHR,stimulates,TYK2
4121,GHR,stimulates,JAK1
4122,BMP8B,stimulates,BMPR1A
4123,BMP8B,stimulates,ACVR1
4124,BAMBI,stimulates,BMPR1B
4125,BAMBI,stimulates,ACVRL1
4126,MAPK8IP3,stimulates,MAP2K4
4127,MAPK8IP3,stimulates,MAP3K1
4128,NOTCH3,stimulates,DTX4
4129,DTX4,stimulates,NOTCH3
4130,DVL3,stimulates,CSNK1G1
4132,SMAD6,stimulates,BMPR1B
4133,SMAD7,stimulates,BMPR1B
4134,CSF1,stimulates,CSF2RA
4135,CSF3,stimulates,CSF2RA
4136,OSMR,stimulates,JAK2
4137,IL9,stimulates,IL9R
4138,PTEN,stimulates,AKT3
4139,GRAP,stimulates,PTPN1
4140,TAOK2,stimulates,MAP2K4
4141,TAOK2,stimulates,MAP2K7
4142,MAP3K8,stimulates,MAP2K5
4143,PAK2,stimulates,RAF1
4144,PTEN,stimulates,RAC1
4145,MAPK8IP2,stimulates,MAPK8
4146,CREB1,stimulates,CTNNB1
4147,MBIP,stimulates,MAP3K12
4148,IRS1,stimulates,SHC1
4149,JAK1,stimulates,JAK3
4150,JAK3,stimulates,JAK1
4151,SNIP1,stimulates,SMAD4
4152,HRAS,stimulates,SOS1
4153,SOS1,stimulates,HRAS
4154,IL6ST,stimulates,TYK2
4155,SMURF2,stimulates,SMAD1
4156,MAP3K20,stimulates,MAP2K5
4157,MAPK8,stimulates,ELK3
4158,MAPK3,stimulates,ELK3
4159,MAPK14,stimulates,ELK3
4160,KAT2A,stimulates,SMAD3
4161,KAT2A,stimulates,SMAD2
4162,XPO1,stimulates,SMAD4
4163,WNT10B,stimulates,FZD5
4164,HGS,stimulates,ZFYVE9
4165,HGS,stimulates,SMAD2
4166,LTC4S,stimulates,NOTCH2
4167,LTC4S,stimulates,NOTCH3
4168,LTC4S,stimulates,NOTCH4
4169,CTNNB1,stimulates,TCF3
4170,SMAD4,stimulates,MEF2A
4171,SMAD2,stimulates,MEF2A
4172,MAP2K3,stimulates,MAPK13
4173,MAP2K6,stimulates,MAPK13
4174,MAP2K3,stimulates,MAPK12
4175,SMAD3,stimulates,AR
4176,MAP3K2,stimulates,MAP2K5
4177,EGF,stimulates,ERBB2
4178,DUSP10,stimulates,MAPK8
4179,LIFR,stimulates,JAK2
4180,LIFR,stimulates,TYK2
4181,LIFR,stimulates,JAK1
4182,MAP4K3,stimulates,MAP3K1
4183,CDC42,stimulates,PAK1IP1
4184,DAB2,stimulates,TGFBR1
4185,DAB2,stimulates,TGFBR2
4186,DAB2,stimulates,SMAD2
4187,SMURF2,stimulates,SKIL
4188,LTC4S,stimulates,NOTCH1
4189,NOTCH3,stimulates,RBPJ
4190,CRK,stimulates,MAPK8
4191,MARK1,stimulates,DVL3
4192,MKNK1,stimulates,EIF4E
4193,MKNK2,stimulates,EIF4E
4194,CNTFR,stimulates,JAK1
4195,RAF1,stimulates,KSR1
4196,KSR1,stimulates,RAF1
4197,TGFBR2,stimulates,DAXX
4198,DAXX,stimulates,TGFBR2
4199,PDPK1,stimulates,SGK1
4200,SOS1,stimulates,NRAS
4201,RPS6KA1,stimulates,GSK3B
4202,PEBP1,stimulates,MAP4K4
4203,RAC1,stimulates,MAP3K11
4204,MAP3K13,stimulates,MAP2K7
4205,DUSP22,stimulates,MAPK8
4206,SMAD6,stimulates,TAB1
4207,SMAD7,stimulates,TAB1
4208,ARRB1,stimulates,DVL2
4209,ARRB1,stimulates,DVL1
4210,SH2B1,stimulates,JAK2
4211,PTPN2,stimulates,STAT5A
4212,PTPN11,stimulates,IGF1R
4213,SIRPA,stimulates,PTPN11
4215,IGF1R,stimulates,SIRPA
4216,SMAD3,stimulates,GATA3
4217,MYC,stimulates,SMAD2
4218,CSF3R,stimulates,JAK2
4219,CSNK1D,stimulates,APC2
4220,CSNK1D,stimulates,GSK3B
4221,CSNK1D,stimulates,DVL1
4222,DLL3,stimulates,NOTCH2
4223,MAP3K20,stimulates,MAP2K4
4224,MAP3K20,stimulates,MAP2K3
4225,MAP3K20,stimulates,MAP2K6
4226,AXIN1,stimulates,CSNK1A1L
4227,PTPN1,stimulates,IGF1R
4228,IRS1,stimulates,GRAP
4229,RPS6KA4,stimulates,ATF1
4230,PIK3CG,stimulates,IRS2
4231,IRS2,stimulates,PIK3CG
4232,EXTL1,stimulates,SHH
4233,MAPK3,stimulates,ETS1
4234,CSNK1A1L,stimulates,CTNNB1
4235,CSNK1D,stimulates,CTNNB1
4236,DUSP19,stimulates,MAPK8
4238,PTPRC,stimulates,JAK1
4239,UBR5,stimulates,PGR
4240,TYK2,stimulates,IL23R
4241,IL23R,stimulates,TYK2
4242,MFNG,stimulates,JAG1
4243,MAPK1,stimulates,MAP3K1
4244,MAP3K1,stimulates,MAPK1
4245,KREMEN1,stimulates,LRP6
4246,KREMEN2,stimulates,LRP6
4247,DKK1,stimulates,KREMEN2
4248,DKK1,stimulates,KREMEN1
4249,ELP1,stimulates,MAPK8
4250,IL21R,stimulates,JAK3
4251,WNT2,stimulates,FZD9
4252,DYRK1A,stimulates,GLI1
4253,EIF4E,stimulates,SMAD3
4254,EIF4E,stimulates,SMAD4
4255,NUP214,stimulates,SMAD2
4256,NUP153,stimulates,SMAD2
4257,FOXH1,stimulates,SMAD2
4258,MAPK8IP2,stimulates,MAPK13
4259,MAML2,stimulates,NOTCH2
4260,MAML3,stimulates,NOTCH2
4261,MAML2,stimulates,NOTCH3
4262,MAML3,stimulates,NOTCH3
4263,MAML2,stimulates,NOTCH1
4264,MAML3,stimulates,NOTCH1
4265,MAML2,stimulates,NOTCH4
4266,NOTCH4,stimulates,MAML2
4267,MAML3,stimulates,NOTCH4
4268,NOTCH4,stimulates,MAML3
4269,SPAG9,stimulates,MAP2K4
4270,SPAG9,stimulates,MAX
4271,SPAG9,stimulates,MAP3K3
4272,KAT2A,stimulates,SMAD7
4273,PTPN6,stimulates,STAT6
4274,IL6ST,stimulates,JAK1
4275,SH3RF1,stimulates,MAP3K10
4276,SH3RF1,stimulates,MAP2K4
4277,SH3RF1,stimulates,MAP3K12
4278,SH3RF1,stimulates,MAP2K7
4279,SH3RF1,stimulates,MAPK8
4280,SMURF1,stimulates,TGFBR1
4281,DUSP16,stimulates,MAPK8IP2
4282,IL1R1,stimulates,IL1RAP
4283,IL1RAP,stimulates,IL1R1
4284,DVL3,stimulates,RAC1
4285,SMAD3,stimulates,MAX
4286,NUMB,stimulates,ITCH
4287,ITCH,stimulates,NOTCH1
4288,CBY1,stimulates,CTNNB1
4289,PIAS2,stimulates,STAT4
4290,IL11,stimulates,IL11RA
4291,SKIL,stimulates,SMAD4
4292,SKIL,stimulates,SMAD2
4293,SMAD2,stimulates,SKIL
4294,WNT7A,stimulates,FZD5
4295,HIPK2,stimulates,SMAD1
4296,AXIN1,stimulates,MAP3K4
4297,NCOR2,stimulates,BHLHE41
4298,NR3C1,stimulates,SMAD3
4300,SMAD3,stimulates,PIAS4
4301,PIAS4,stimulates,SMAD3
4302,PIAS4,stimulates,SMAD4
4303,NUP214,stimulates,SMAD3
4304,NUP153,stimulates,SMAD3
4305,NUP214,stimulates,SMAD4
4306,NUP153,stimulates,SMAD4
4307,IL20RB,stimulates,TYK2
4308,IL20RB,stimulates,JAK1
4309,STK11,stimulates,GSK3B
4310,IL10RB,stimulates,TYK2
4311,IL10RB,stimulates,JAK1
4312,KSR2,stimulates,RAF1
4313,PEA15,stimulates,MAPK1
4314,MAPK14,stimulates,SMAD3
4315,SMAD5,stimulates,SMAD4
4316,SOCS3,stimulates,STAT4
4317,STAT4,stimulates,SOCS3
4318,CNKSR2,stimulates,RAF1
4319,SUFU,stimulates,SAP18
4320,SMO,stimulates,PRKACA
4321,IL1R1,stimulates,IRAK1
4322,RNF111,stimulates,SMAD7
4323,AXIN1,stimulates,RNF111
4324,WNT4,stimulates,FZD3
4325,HIPK2,stimulates,DAXX
4326,PIAS3,stimulates,SMAD3
4327,SMAD7,stimulates,PPP1R15A
4328,PPP1CC,stimulates,TGFBR1
4329,PPP1R15A,stimulates,PPP1CC
4330,FBXW11,stimulates,SMAD4
4331,PIAS1,stimulates,SMAD4
4332,CTNNB1,stimulates,HNF1A
4333,NKD1,stimulates,DVL3
4334,WDR83,stimulates,RAF1
4335,WDR83,stimulates,MAPK3
4336,WDR83,stimulates,MAP2K1
4337,IFNLR1,stimulates,TYK2
4338,IFNLR1,stimulates,JAK1
4339,IL31,stimulates,IL31RA
4340,PDPK1,stimulates,AKT2
4341,WWP1,stimulates,SMAD7
4342,TPBG,stimulates,EGFR
4343,ITCH,stimulates,SMAD2
4344,TGIF1,stimulates,WWP1
4345,WWP1,stimulates,SMAD2
4347,ARRB1,stimulates,MAPK1
4348,ARRB1,stimulates,MAPK14
4349,POFUT1,stimulates,MFNG
4350,POFUT1,stimulates,LFNG
4351,NEURL1,stimulates,JAG1
4352,POFUT1,stimulates,GALM
4353,RYK,stimulates,DVL2
